auteur_joconde,qid_wikidata,label_wikidata,naissance,deces,trouve
PLATZER Johan Georg,,,,,False
COUPIN DE LA COUPERIE Marie Philippe,,,,,False
REMOND Jean Charles Joseph;MIGNARD Pierre (d'après),,,,,False
JULIEN Rémy Eugène;Emile (dit),,,,,False
LEMATTE Fernand,Q1406521,Fernand Lematte,1850.0,,True
MALHERBE Jules,,,,,False
Lefrançois Georges;COIGNET Jules (d'après),,,,,False
Lefèvre Robert (1756-1830);Rubens Petrus Paulus (1577-1640) (d'après),Q559676,Robert Lefèvre,1756.0,1830.0,True
LESUEUR Eustache (attribué),,,,,False
BENOIT Camille,Q52910706,Camille Benoit,1820.0,,True
CHARAZAC Robert,,,,,False
DURAND Cyrille,,,,,False
Guillard Alfred (1810-1880),Q26253799,Alfred Guillard,1810.0,1880.0,True
CODAZZI Viviano,Q2553051,Viviano Codazzi,1604.0,,True
JORDAENS Jacob (attribué),Q270658,Jacob Jordaens,1593.0,,True
MALER Hans,Q566772,Hans Maler,1480.0,,True
STOSKOPFF Sébastien,Q706913,Sébastien Stoskopff,1597.0,,True
Tesnière Victor-Théophile (1821-1904),,,1821.0,1904.0,False
BORCHARD Edmond,Q1285523,Edmond Borchard,1848.0,,True
LAVERY Sir John,,,,,False
VOISARD-MARGERIE Adrien Gabriel,,,,,False
Thivier Émile (1858-1922),,,1858.0,1922.0,False
VERNET Joseph (d'après),Q315819,Joseph Vernet,1714.0,,True
MIGNARD Pierre (d'après),Q360010,Pierre Mignard,1612.0,,True
RAVENEL Jules,Q28837193,Jules Ravenel,1801.0,,True
Solimena Francesco (1657-1747),Q736065,Francesco Solimena,1657.0,1747.0,True
SARTO Andrea del (d'après),Q5571,Andrea del Sarto,1486.0,,True
GLOVER John,Q1589513,John Glover,1876.0,,True
CONTANT Jules,Q29081871,Jules Contant,1822.0,,True
VERELST Pieter,Q19587862,Pieter Verelst,1990.0,,True
RAMSAY Allan,Q560792,Allan Ramsay,1713.0,,True
WHISTLER James Abbott Mac Neill,,,,,False
SUAN Charles (?),,,,,False
WATTS George Frederic,,,,,False
REYNOLDS Sir Joshua),,,,,False
BEVERENSE Antonio Domenico,,,,,False
DESFORGES Henri,,,,,False
STUART Gilbert,Q5561224,Gilbert Stuart,1742.0,,True
SARRAZIN,,,,,False
MEZZADRI Antonio (attribué à),Q138499151,Antonio Mezzadri,,,True
Chéron Louis (1660-1725),Q3261535,Louis Chéron,1660.0,1725.0,True
YBERT P.-A.,,,,,False
GUILLARD Alfred;Rubens Petrus Paulus (1577-1640) (d'après),Q26253799,Alfred Guillard,1810.0,,True
Leroux Eugène (1807-1863),Q137681515,Eugène Leroux,1807.0,1863.0,True
Hanioti Elisa (1940-....),Q130730072,Elisa Hanioti,1940.0,,True
SINGLETON Henry,Q15452884,Henry Singleton,1766.0,,True
VALLIN Jacques-Antoine,Q15732721,Q15732721,1760.0,,True
POULAKIS Théodore (attribué à),Q7781952,Théodore Poulakis,1622.0,,True
WRIGHT Joseph;WRIGHT OF DERBY (dit),Q100963052,Joseph Wright,1987.0,,True
Garrido Eduardo Léon (1856-1949),,,1856.0,1949.0,False
Le Petit Alfred Marie,,,,,False
BONINGTON Richard Parkes (attribué),,,,,False
Flandin Eugène (1809-1889),Q1283407,Eugène Flandin,1809.0,1889.0,True
DESGOFFE Blaise,,,,,False
LAREE Marc Gaston,,,,,False
Champaigne Philippe de (1602-1674) (d'après),Q314814,Philippe de Champaigne,1602.0,1674.0,True
PORTAL Louis de,,,,,False
ROSA Salvator (attribué),Q359421,Salvator Rosa,1615.0,,True
VINCENT François-André,Q718975,François-André Vincent,1746.0,,True
DEVILLY Louis Théodore,,,,,False
BELAUBRE Jacques,,,,,False
DEDREUX Alfred,,,,,False
POTIE Albain;POTIE Louise (née),,,,,False
Bellineau Léon (18..-18..?),,,,,False
HARDIME Simon,,,,,False
BEAULIEU Anatole Henri de,,,,,False
SALZEDO Paul Elie,,,,,False
CAVALLINO Bernardino,,,,,False
LOTH Johann Karl;CARLOTTO (dit),,,,,False
LE VRAC-TOURNIÈRES Robert,,,,,False
CODAZZI Niccolo (attribué),,,,,False
DUFOUR Roger Lucien,,,,,False
FRANCKEN Frans II (école);FRANCKEN le Jeune (dit),,,,,False
VAN DEN HOECKE Jan,,,,,False
Tournières Robert (1668-1752),Q3436426,Robert Tournières,1667.0,1752.0,True
MAILLOT Théodore,Q31941765,Théodore Maillot,1826.0,,True
LEEN Willem Van,,,,,False
VENNE Adriaen Pietersz van de,,,,,False
MUTTONI Pietro;VECCHIA Pietro della (dit),Q110214079,Pietro Muttoni,1749.0,,True
GANDOLFI Gaetano,Q1491011,Gaetano Gandolfi,1734.0,,True
COLSON Charles,Q451808,Charles Colson,1931.0,,True
GERMAN Y Llorente Berbardo,,,,,False
MELENDEZ Luis Eugenio,,,,,False
TRISTAN Luis,,,,,False
HERRERA Francisco I de;HERRERA L'ANCIEN (dit),,,,,False
Lapierre-Renouard Paul-Marie (1854-1940),,,1854.0,1940.0,False
WIJNANTS Jan,Q20982577,Jan Wijnants,1958.0,,True
VELASQUEZ Diego,Q139736964,Diego Velasquez,2003.0,,True
LÉANDRE Charles,Q285666,Charles Léandre,1862.0,,True
LA CHAMPAGNE LA FAYE (attribué à),,,,,False
HUGUET Jaime,,,,,False
MONALDI Paolo,Q110017052,Paolo Monaldi,1725.0,,True
KRATKE Charles Louis,,,,,False
GIDE Théophile,Q2430592,Théophile Gide,1822.0,,True
LABRADOR Edmond de,,,,,False
LAILHACA Joseph,Q124751815,Joseph Lailhaca,1876.0,,True
PEUTEMAN Pieter,,,,,False
Andrea D'AGNOLO DI FRANCESCO;ANDREA DEL SARTO (dit),,,,,False
JANNECK Franz Christoph,,,,,False
MANFREDI Bartolomeo (d'après),Q16531263,Bartolomeo Manfredi,,,True
PONTE Jacopo da;BASSANO Jacopo (dit);LE BASSAN (dit),,,,,False
MILLET Jean François II;MILLET Francisque (dit),,,,,False
"FRERE Charles Théodore (attribué);FRERE BEY (dit, attribué)",,,,,False
HASSELT Willem Van,,,,,False
Fragonard Jean-Honoré (1732-1806) (école),Q127171,Jean-Honoré Fragonard,1732.0,1806.0,True
MOYA Pedro de,Q7160041,Pedro de Moya,1610.0,,True
Dufy Jean (1888-1964),Q2292672,Jean Dufy,1888.0,1964.0,True
FRANCKEN Frans I;FRANCKEN le Vieux (dit),,,,,False
CHAMPAIGNE Jean-Baptiste de (attribué à),Q3164509,Jean-Baptiste de Champaigne,1631.0,,True
GALARD Gustave comte de,,,,,False
Fetti Domenico (1589-1624),Q551695,Domenico Fetti,1589.0,1624.0,True
HAUTE Jean-Baptiste,,,,,False
LEBEL Antoine,Q116474822,Antoine Lebel,1956.0,,True
PASQUIER Jacques,Q102629760,Jacques Pasquier,,,True
FAXON Richard,Q62032149,Richard Faxon,1816.0,,True
GIOVANNI BATTISTA CIMA;CIMA DA CONEGLIANO (dit),,,,,False
"Henner Jean-Jacques (1829-1905);VECELLIO Tiziano (d'après);LE TITIEN (d'après, dit)",Q665818,Jean-Jacques Henner,1829.0,1905.0,True
BAGLIONE Giovanni,Q983332,Giovanni Baglione,1566.0,,True
BUSIRI Giovanni Battista,,,,,False
"PONTE Jacopo da;BASSANO Jacopo (dit, école)",,,,,False
BONONI Carlo,Q536782,Carlo Bononi,1569.0,,True
CODAZZI Niccolo Viviano;HOUASSE René Antoine,,,,,False
"Henner Jean-Jacques (1829-1905);BENOZZO DI LESE DI SANDRO (d'après);GOZZOLI (d'après, dit)",Q665818,Jean-Jacques Henner,1829.0,1905.0,True
BAROCCI Federico;LE BAROCHE (dit),Q316731,Federico Barocci,1535.0,,True
BASSANO Francesco (?),,,,,False
BASSANO Gerolamo (?),Q286685,Gerolamo Bassano,1566.0,,True
ANTONELLO DA MESSINA,,,,,False
DOLCI Carlo (d'après),Q503322,Carlo Dolci,1616.0,,True
Romeyn Willem (1624-1694),Q4019902,Willem Romeyn,1624.0,1694.0,True
CRIVELLI Carlo,Q2939181,Carlo Crivelli,1953.0,,True
Henner Jean-Jacques (1829-1905);BELLINI Giovanni (d'après),Q665818,Jean-Jacques Henner,1829.0,1905.0,True
LAVALLEY Alexandre Claude Louis,,,,,False
SERRES Antony,Q21288499,Antony Serres,1828.0,,True
CALETTI Giuseppe,Q3108002,Giuseppe Caletti,1600.0,,True
CERRINI Giovanni Domenico,,,,,False
BARRET Marius,,,,,False
Natoire Charles (1700-1777) (d'après),,,1700.0,1777.0,False
BONECCHI Matteo,,,,,False
CHEVALIER Sulpice Guillaume (attribué);GAVARNI Paul (dit),,,,,False
FEREY,,,,,False
PALLIERE Jean Léon,,,,,False
BACH Marcel,Q52148592,Marcel Bach,1879.0,,True
PUYRENIEZ Fort;LILA (dit),,,,,False
LOURTAUD André,,,,,False
SINET André,Q126195126,André Sinet,1867.0,,True
COURT Martin de la,,,,,False
Lauras Mme (active 19e siècle);Raphaël (1483-1520) (d'après),,,,,False
MATHIAS Roger,Q110211875,Roger Mathias,1884.0,,True
CREDI Lorenzo D'ANDREA D'UDERIGO di;Lorenzo di CREDI (dit),,,,,False
GUARDI Giacomo (attribué),Q3105058,Giacomo Guardi,1764.0,,True
Lampi le jeune Giovanni-Battista (1775-1837),,,1775.0,1837.0,False
LUTI Benedetto,Q816847,Benedetto Luti,1666.0,,True
KOKOSCHKA Oskar,Q154260,Oskar Kokoschka,1886.0,,True
SALIERES Narcisse Paul,,,,,False
VALLET Emile,,,,,False
Moisset Marthe (1871-1945),Q94524219,Marthe Moisset,1860.0,1945.0,True
RAIBOLINI Francesco;FRANCIA Francesco (dit),,,,,False
LEONARDO DI SER PIERO DA VINCI (école);Léonard DE VINCI (dit),,,,,False
Bokkelandt Pierre (1887-1978),,,1887.0,1978.0,False
MAITRE DE LA NATIVITE DE CASTELLO,,,,,False
TERLIKOWSKI Vladimir de,Q554842,Wladimir de Terlikowski,1873.0,,True
PALLIERE-BOREL Armand Julien,,,,,False
GIROLAMO DI BENVENUTO,,,,,False
GUIDO DA SIENA,,,,,False
ROTTENHAMMER Hans I,,,,,False
MERY Louis,,,,,False
Henner Jean-Jacques (1829-1905);POUSSIN Nicolas (d'après),Q665818,Jean-Jacques Henner,1829.0,1905.0,True
THOMIRE Pierre Augustin,,,,,False
GRIMALDI GIOVANNI FRANCESCO;IL BOLOGNESE (dit),,,,,False
Fontana Lavinia (1552-1614) (attribué à),Q236050,Lavinia Fontana,1552.0,1614.0,True
BUZON Camille de,Q2935093,Camille de Buzon,1885.0,,True
MARIESCHI Michele,Q2501578,Michele Marieschi,1710.0,,True
GARDERE Théodore,,,,,False
JAULMES Gustave Louis,,,,,False
PERRET,,,,,False
PAOLINI Pietro (attribué),Q774078,Pietro Paolini,1603.0,,True
ABBATE Nicolo dell' (école),,,,,False
SAGRESTANI Giovanni Camillo,,,,,False
Lorrain Claude (1600-1682) (école),Q214074,Claude Gellée,1600.0,1682.0,True
COCCAPANI Sigismondo,Q3960317,Sigismondo Coccapani,1583.0,,True
MANETTI Rutilio (attribué),Q1853073,Rutilio Manetti,1571.0,,True
GUALA Pietro Francesco,,,,,False
SCHEDONE Bartolomeo,,,,,False
SERODINE Giovanni,Q759214,Giovanni Serodine,1594.0,,True
"CALIARI Paolo;VERONESE (dit, atelier)",,,,,False
Dumas Antoinette (1889-1977),,,1889.0,1977.0,False
SCARSELLA Ippolito;SCARSELLINO (dit),,,,,False
DELAPORTE Roger,Q22695684,Roger Delaporte,1907.0,,True
PANOPOULOS Christos;ALOPEKAS (dit),Q5113579,Christos Panopoulos,,,True
CARRUCCI Jacopo;PONTORMO IL (dit),,,,,False
LUCIANI Sebastiano;Sebastiano DEL PIOMBO (dit),Q137542249,Sebastiano Luciani,1830.0,,True
WEST Benjamin,Q313498,Benjamin West,1738.0,,True
Venusti Marcello (1512? -1579) (d'après),Q2716659,Marcello Venusti,1513.0,,True
DEVARENNE Anatole,Q2845574,Anatole Devarenne,1880.0,,True
Hermand Gabrielle (1906-1976),,,1906.0,1976.0,False
FAURE Paul,Q132672514,Paul Faure,1913.0,,True
RUOPPOLI Giuseppe (attribué),,,,,False
BEUCHERIE Paul,,,,,False
SIGNORELLI Luca (atelier),Q7031,Luca Signorelli,1450.0,,True
GIOVANNI BATTISTA DI JACOPO;ROSSO FIORENTINO (dit),,,,,False
SASSOFERRATO IL (dit);SALVI Giovanni Battista;Raphaël (1483-1520) (d'après),,,,,False
Castain Aimée (1917-2015),Q2828102,Aimée Castain,1917.0,2015.0,True
TEMPESTA Antonio,Q605447,Antonio Tempesta,1555.0,,True
SASSOFERRATO IL (dit);SALVI Giovanni Battista,,,,,False
TADDEO DI BARTOLO,,,,,False
"VECELLIO Tiziano (atelier);LE TITIEN (dit, atelier)",Q126369240,Tiziano Vecellio,1940.0,,True
Aillaud Simone (1909-1987),Q3484524,Simone Aillaud,1909.0,1987.0,True
PIERO DI LORENZO;PIERO DI COSIMO (dit),,,,,False
"ROBUSTI Jacopo (attribué);LE TINTORET (dit, attribué)",,,,,False
Turchi Alessandro (1578-1649) (attribué à),Q507279,Alessandro Turchi,1578.0,1649.0,True
CROCIANI Emile,Q97609233,Emile Crociani,1902.0,,True
MORETTO Alessandro,Q43276725,Alessandro Moretto,,,True
PALMA Giovane (dit);PALMA le Jeune (dit);NEGRETTI Jacopo (dit),,,,,False
DECHELETTE Louis Auguste,,,,,False
FIORIO Serge,Q3479302,Serge Fiorio,1911.0,,True
DESNOS Ferdinand,Q20240985,Ferdinand Desnos,1901.0,,True
MANCEAUX Louis Antoine,,,,,False
Benoit Jacqueline (1925-2012),Q64910095,Jacqueline Benoit,1925.0,2012.0,True
LEVY Simon;Simon-LEVY (dit),Q102284968,Simon Levy,,,True
HEINRICH,,,,,False
Lourdes Guanabara Maria de (1930-....),,,,,False
DOBRINSKY Issac,,,,,False
Grossin Fernande (1886-1975),Q124287175,Fernande Grossin,1886.0,1975.0,True
MASDURAUD Robert,,,,,False
AUBURTIN Jean Francis,,,,,False
RIEC-JESTIN Raymond,,,,,False
VIEILLARD Lucien,Q36697182,Lucien Vieillard,1923.0,,True
GRIS Juan,Q151152,Juan Gris,1887.0,,True
RUFFALO Luis;ZE INACIO (dit),,,,,False
LEFEVRE Pierre,Q65589993,Pierre Lefevre,1937.0,,True
PETER Alfred Ernest,,,,,False
GIRARD Marie François Firmin;FIRMIN-GIRARD (dit),,,,,False
IRACEMA Arditti,,,,,False
TARDIEU Victor,Q3557606,Victor Tardieu,1870.0,,True
CZOBEL Bela,,,,,False
BUSSEREAU Raymond;RAYB (dit),,,,,False
VAN DONGEN Cornelis;VAN DONGEN Kees (dit),,,,,False
La Giraudière Mady de (1922-2018),Q3276273,Mady de La Giraudière,1922.0,2018.0,True
GRUBER Francis,Q2016617,Francis Gruber,1912.0,,True
GRANES-DEROUARD J;Chardin Jean-Baptiste Siméon (1699-1779) (d'après),,,,,False
Boeschwillwald Émile Artus (1873-1935),,,1873.0,1935.0,False
Joubert Andrée (1894-1959),Q52156804,Andrée Joubert,1894.0,1959.0,True
THADONNE Eugène Jules,,,,,False
BONNET Jean Louis,,,,,False
SELLAER Vincent,Q939699,Vincent Sellaer,1490.0,,True
JACOB Stephen,Q106315481,Stephen Jacob,1846.0,,True
Davidson Bessie (1879-1965),Q2899914,Bessie Davidson,1879.0,1965.0,True
BLUHM Alexandre,,,,,False
"DESHAYES Jean-Baptiste Henri (attribué);ALAUX Jean (attribué);LE ROMAIN (dit, attribué)",,,,,False
Pelecier Marie-Charles (1858-19..?),,,,,False
NESLE Eugène,,,,,False
LACAILLE Félix Jules,,,,,False
BOQUET Jules Charles,,,,,False
PERRANDEAU Charles,Q52155795,Charles Perrandeau,1865.0,,True
MAITRE DE SAINTE GUDULE (école),,,,,False
VERNET Horace (attribué),Q161145,Horace Vernet,1789.0,,True
DEVE Eugène,,,,,False
DUCHAMP Marcel,Q5912,Marcel Duchamp,1887.0,,True
CORREARD Alexandre,,,,,False
BISSON Edouard,,,,,False
MAITRE D'ORSOY (attribué),,,,,False
FRANCKEN Hieronymus II;FRANCKEN le Jeune (dit),,,,,False
CASTAN Gustave Eugène,,,,,False
Dumont François,Q109313970,François Dumont,1918.0,,True
ROBERT Gilbert Camille Victor,,,,,False
Ronot Charles (1820-1895),Q21030845,Charles Ronot,1820.0,1895.0,True
Vidal Eugène Vincent (1844-1907),,,1844.0,1907.0,False
HENOCQUE Narcisse,,,,,False
Bouché Louis-Alexandre (1838-1911),Q31817363,Louis-Alexandre Bouché,1838.0,1911.0,True
Helmbrecker Dirk (1633-1696) (attribué à),,,1633.0,1696.0,False
Cabel u200F Adriaen van der (1630?-1705) (attribution incertaine),,,,,False
BAUGNIES Jacques,Q30318388,Jacques Baugnies,1874.0,,True
Mathieu Auguste (1810-1864),Q15969600,Auguste Mathieu,1814.0,1864.0,True
Heemskerck Egbert van (1610-1680) (attribué à),Q1296913,Egbert van Heemskerck,1676.0,1680.0,True
Lehoux Pierre-Adrien-Pascal (1844-1896),Q16326004,Pierre Lehoux,1844.0,1896.0,True
Rochet-Baudoin Élie (1844-1906),,,1844.0,1906.0,False
"Velde Esaias van de (1587-1630) (école, attribué à)",,,1587.0,1630.0,False
Reinhart Johann Christian (1761-1847),,,1761.0,1847.0,False
Pairon A. (actif 1856-1874),,,1856.0,1874.0,False
BURRINI Giovanni Antonio,,,,,False
CONCA Sébastiano,,,,,False
LEMOINE François,Q98250293,François Lemoine,1974.0,,True
CUYER Edouard,,,,,False
Biset Charles Emmanuel (1633-1710),,,1633.0,1710.0,False
Loir Nicolas-Pierre (1624-1679),Q3340535,Nicolas Loir,1624.0,1679.0,True
Manglard Adrien (1695-1760) (attribué à),Q2411299,Adrien Manglard,1695.0,1760.0,True
LAGRENEE Louis Jean François;LAGRENEE L'Aïné (dit),,,,,False
ZAIS Giuseppe,Q579698,Giuseppe Zais,1709.0,,True
Aujame Jean (1905-1965),Q3170457,Jean Aujame,1905.0,1965.0,True
Charchoune Serge (1889-1975),Q3479242,Serge Charchoune,1888.0,1975.0,True
LONG Richard,Q368645,Richard Long,1945.0,,True
SCHILDER Nikolai Goustavovitch,,,,,False
Arbey Mathilde (1890-1966),Q50363126,Mathilde Arbey,1890.0,1966.0,True
AGUIAR,,,,,False
LEMAN Jacques Edmond,,,,,False
"WINTERHALTER Franz Xaver (attribué, d'après)",,,,,False
Audat Jean-Baptiste (1950-....),Q130711588,Jean-Baptiste Audat,1950.0,,True
EDELFELT Albert Gustave Aristide,,,,,False
BURNAND Eugène,Q681448,Eugène Burnand,1850.0,,True
BAILLY Félix,,,,,False
PORTAL Gaspard (attribué),,,,,False
BERNAR Jacques,Q3158252,Jacques Bernar,1949.0,,True
LE GROUMELLEC Loïc,,,,,False
MALENCON Paul,,,,,False
QUADAL Martin Ferdinand,,,,,False
LE CARPENTIER Paul Claude Michel,,,,,False
LEGER Pierre,,,,,False
EHLINGER Maurice Ambroise,,,,,False
Bruni Laure Stella (1886-1975),,,1886.0,1975.0,False
CAHOURS Henri Maurice,,,,,False
BIVA Paul,Q3370650,Paul Biva,1851.0,,True
BOSCH Jérôme,Q130531,Jérôme Bosch,1450.0,,True
KWIATKOVSKI Antar Teofil;WINTERHALTER Franz Xaver (d'après),,,,,False
BEAUVAIS Armand,Q2861766,Armand Beauvais,1840.0,,True
COUTURIER Léon Antoine Lucien,,,,,False
BOURGEOIS Eugène,Q25906311,Eugène Bourgeois,1855.0,,True
LECOMTE,,,,,False
CUISIN Charles,Q2958820,Charles Cuisin,1814.0,,True
Bastard Mme de (18..-18..?),,,,,False
LEVITSKI Dimitri Grigorievitch,,,,,False
ENJOLRAS Delphin,Q733576,Delphin Enjolras,1865.0,,True
CHLEBOWSKI Stanislaus Von,,,,,False
FRICK Paul de,Q37882084,Paul de Frick,1864.0,,True
CORLIN Gustave Auguste,,,,,False
VINCENS Daniel,Q110017503,Daniel Vincens,1820.0,,True
PAUTHONNIER-SELIM Honorine;BULLET Honorine (née),Q27712484,Honorine Selim,1824.0,,True
ROUSSEAU Alfred,Q50821949,Alfred Rousseau,1834.0,,True
PERRELET H,,,,,False
Perrin Léon (1863-1931),Q26847011,Léon Perrin,1863.0,1931.0,True
PEARCE Charles SPRAGUE,,,,,False
PETIT Eugène,Q110089263,Eugène Petit,1850.0,,True
PONTET Jean-Baptiste,,,,,False
De Coter Colijn (1455?-1539?),,,,,False
Juel Jens (1745-1802),Q581361,Jens Juel,1745.0,1802.0,True
COURMES Alfred,Q2644833,Alfred Courmes,1898.0,,True
GENOD Michel Philibert,,,,,False
DELAPORTE Eugène,Q56209294,Eugène Delaporte,1818.0,,True
Dayot Magdeleine (1885-1956),Q47501227,Magdeleine Dayot,1885.0,1956.0,True
CICERI Eugène,Q3059780,Eugène Ciceri,1813.0,,True
BROUILLET André,Q2847388,André Brouillet,1857.0,,True
ENFANTIN Augustin,Q43129981,Augustin Enfantin,1793.0,,True
WILLE Pierre Alexandre;WILLE Le fils (dit),,,,,False
WHITE Victor,Q126285954,Victor White,1997.0,,True
ROMBOUTS Gillis,Q1981590,Gillis Rombouts,1630.0,,True
Grosjean Henry (1864-1948),Q49259256,Henry Grosjean,1864.0,1948.0,True
Vollet Henri (1861-1945),,,1861.0,1945.0,False
Carron François (1931-....),,,,,False
POMMEYRAC Pierre Paul Emmanuel de,,,,,False
PONCHIN Antoine,Q16027102,Antoine Ponchin,1872.0,,True
Augias M. J. (19..-....),,,,,False
Migonney Jules (1876-1929) (attribué à),Q3188789,Jules Migonney,1876.0,1929.0,True
JENKINS Paul,Q1114638,Paul Jenkins,1965.0,,True
HUAS Pierre,,,,,False
Lépine Stanislas (1835-1892) (attribué à),Q1373489,Stanislas Lépine,1835.0,1892.0,True
RIBLET Fernando (attribué),,,,,False
LEMAGNY Marcel,,,,,False
LEAUTEZ Eugénie Anne Marie,,,,,False
PLUMET Jean,Q19861277,Jean Plumet,1871.0,,True
STREIB Georges,,,,,False
STEINER Lilly,Q28055142,Lilly Steiner,1884.0,,True
HARDOUIN René,,,,,False
VIGON Louis Jacques,,,,,False
PONCHIN Jos Henri,,,,,False
CAMBON Armand;INGRES Jean Auguste Dominique (d'après),Q21511549,Armand Cambon,1819.0,,True
LAGARRIGUE Raymond;DYCK Anton Van (d'après),,,,,False
TELLIER Maurice,Q3301449,Maurice Tellier,1896.0,,True
VIOLLET LE DUC Adolphe Etienne,,,,,False
RICHARD Antoine,Q120885822,Antoine Richard,1890.0,,True
PENGUERN Auguste Louis Denis,,,,,False
JOISSANT P,,,,,False
GOTOBRE Edmond,,,,,False
RIEUNIER-ROUZAUD Gabrielle Henriette,,,,,False
VILLEBESSEYX Jenny,Q29050737,Jenny Villebesseyx,1847.0,,True
GROLIG Curtius,,,,,False
TAILLEUX Francis,Q21288879,Francis Tailleux,1913.0,,True
TREVISO Girolamo da,Q181980,Girolamo da Treviso,1497.0,,True
VENARD Claude,Q2978232,Claude Venard,1913.0,,True
DENEUX Gabriel Charles,,,,,False
LEPAGE Paul Marie,,,,,False
BALZE Jean Paul Etienne (attribué),,,,,False
BONER Victor,Q3557167,Victor Boner,1871.0,,True
VERGETAS Lionel,,,,,False
SAUTAI Paul Emile,,,,,False
LE CARPENTIER Paul Claude Michel;POUSSIN Nicolas (d'après),,,,,False
Hébert Ernest (1817-1908);PARISANI Napoleone;Hébert Ernest (1817-1908) (d'après),Q1350125,Ernest Hébert,1817.0,1908.0,True
LUCAS Auger (attribué),Q2870903,Auger Lucas,1685.0,,True
TIMOLEONTHOS Michel,,,,,False
SERVEAU Clément,Q982611,Clément Serveau,1886.0,,True
Sevestre Jules-Marie (1834-1901),,,1834.0,1901.0,False
Brispot Henri (1846-1928),Q3130749,Henri Brispot,1846.0,1928.0,True
VOUILLEMONT Henri,,,,,False
REIMANS Richard,Q2150427,Richard Reimans,1882.0,,True
COELLO Alonso Sanchez (attribué),,,,,False
"Hébert Ernest (1817-1908);Andrea DEL SARTO (d'après);Andrea D'AGNOLO di Francesco (d'après, dit)",Q1350125,Ernest Hébert,1817.0,1908.0,True
GARNIER Etienne Barthélémy,,,,,False
ROY Olivier,Q62036749,Olivier Roy,1978.0,,True
ABEL de PUJOL Alexandre Denis,,,,,False
MIGNOT Marcel,Q132574292,Marcel Mignot,1922.0,,True
VIBERT Jehan Georges,,,,,False
"MONNOYER Jean-Baptiste (atelier, ?)",Q3087909,Jean-Baptiste Monnoyer,1636.0,,True
DESCH Auguste Théodore,,,,,False
GOMERY Emeric,Q47483027,Emeric Gomery,1902.0,,True
SELLIER Charles Auguste,,,,,False
BENNETTER Johan Jakob,,,,,False
MONNIER Pierre,Q109858391,Pierre Monnier,1891.0,,True
PERNOT François-Alexandre,,,,,False
Vieillard Fanet Anne-Marie (1866-1946),,,1866.0,1946.0,False
BRIAUDEAU Paul Charles Jean,,,,,False
BOCCHI Faustino (atelier),Q1188633,Faustino Bocchi,1659.0,,True
Alexandre Gaston (?-1965),Q107388824,Gaston Alexandre,1908.0,,True
BREANT Jean,,,,,False
BORDES Léonard,Q3271485,Léonard Bordes,1898.0,,True
DUBOIS Pierre,Q106646112,Pierre Dubois,1949.0,,True
GEOFFROY Jean-Baptiste,Q16859693,Jean-Baptiste Geoffroy,1601.0,,True
BONVOISIN Benoist Benjamin,,,,,False
BURON Henri Lucien Joseph,,,,,False
GOUAST René,Q3426282,René Gouast,1897.0,,True
Bettencourt Pierre (1917-2006),Q3383990,Pierre Bettencourt,1917.0,2006.0,True
CANELLA Giuseppe,Q956210,Giuseppe Canella,1788.0,,True
GILLET André,Q132852275,André Gillet,1920.0,,True
MURATON Euphémie,Q3060439,Euphémie Muraton,1836.0,,True
DELETANG Robert Adrien,,,,,False
RENOUF Emile,,,,,False
Eudes de Guimard Louise (1827-1904),Q18636940,Louise Eudes de Guimard,1827.0,1904.0,True
PILLEMENT Paul,Q112057534,Paul Pillement,,,True
HERBES François D',,,,,False
CHASSEVENT-BACQUES Gustave Adolphe;LE BRUN Charles (d'après),,,,,False
BRESCIANINO Rafaello,,,,,False
HUE Magdeleine,Q3276703,Magdeleine Hue,1882.0,,True
BERTRAM Abel,Q26214443,Abel Bertram,1871.0,,True
CAPO,,,,,False
GENTY Emmanuel,Q43130684,Emmanuel Genty,1830.0,,True
JOY George William,,,,,False
Ballot Clémentine (1879-1964),Q2980730,Clémentine Ballot,1879.0,1964.0,True
VINCELET Victor,Q3557629,Victor Vincelet,1839.0,,True
ARNAVIELLE Jean,Q43126804,Jean Arnavielle,1881.0,,True
HODEBERT Léon Auguste,,,,,False
DROUAIS Jean Germain (attribué),,,,,False
COUBERTIN Charles Louis de Frédy de,,,,,False
